file_hash|source|installment|year|month|day|hour|minute|at_near|date_of_action|location_code|age|sex|cmplxn|country_of_citizenship|us_address_zip|last_entry|method_location_apprehension|foreign_address|status_at_entry|status_when_found|mother_nationality|father_nationality|spouse_nationality|number_nationality_minor_children|disposition|charge_code_words|accompanied_juvenile_flag|unaccompanied_juvenile_flag|custody_redetermination_flag|date|quarter|fy|cota_in_force|kww_in_force|mentions_airport|mentions_anonymous_tip|mentions_border_patrol|mentions_bus|mentions_corrections|mentions_courthouse|mentions_database|mentions_detainer|mentions_family_unit|mentions_greyhound|mentions_hsi|mentions_jail|mentions_juvenile|mentions_license_plate|mentions_no_criminal_history|mentions_police|mentions_previous_deport|mentions_prison|mentions_probation_office|mentions_secure_comm|mentions_sheriff|mentions_state_patrol|mentions_surveillance|mentions_task_force|mentions_traffic|state|county|lat|lon
86d5f73645cd63b3941ea7ed20bc6472135ffd72|ice|ICE 2020-06|2019.0|2.0|19.0|7.0|5.0|ASTORIA, OR|02/19/2019 02/19/2019|POO/POO|37.0|M||MEXICO|98626.0|Date, UNR, UNK, NI WI - Without Inspection Unknown Date, — Without Inspection|NCA NA|||||||1 —UNITED STATES 1-UNITED||02/19/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-19|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|OR|Clatsop County|46.1878841|-123.8312534
eefb569751f620b16bafb72028f60aabd6779e25|ice|ICE 2020-06|2019.0|2.0|6.0|10.0|41.0|OTHELLO, WA|02/06/19|SPK/SPW||M||MEXICO|98421.0|Data, Date, UNK, puslsr0Cm) PWA(AFOOT)|OA UNKNOWN|||||||None None||02/06/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-06|2019.2|2019.0|False|False|False|False|True|False|False|True|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Adams County|46.8259742|-119.1752913
c15636e13e25e439209dbd25190a06382c9b9c49|ice|ICE 2020-06|2019.0|2.0|7.0|11.0|58.0|KENNEWICK, WA|||29.0|M||MEXICO|99336.0|/ / /1997, UNK, NI WI - Without Inspection /1997, UNE, — Without Inspection||||||||None None||10/31/2018 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-07|2019.2|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|True|False|False|False|False|False|False|False|False|False|False|False|False|WA|Benton County|46.2086683|-119.119948
2543828b29fb2d8d2045e0ca33e69afdc3baf6ec|ice|ICE 2020-06|2019.0|3.0|2.0|1.0|24.0|SEATAC, WA|03/02/2019 03/02/2019|SEA/SEA|19.0|M|LIGHT BROWN|MEXICO||03/02/2019 22:09, 9xA, SEA, COMMERCIAL AIR AIR|ISP NA|||||||None None|EXPEDITED REMOVAL|03/02/2019 - 212a7AiI - IMMIGRANT WITHOUT AN IMMIGRANT VISA|0.0|0.0|0.0|2019-03-02|2019.2|2019.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|King County|47.4435903|-122.2960726
aeb500b1030464988e827ade828febd76a285ff3|ice|ICE 2020-06|2019.0|1.0|22.0|11.0|35.0|MOSES LAKE, WA|01/22/2019 01/22/2019|SPK/SPW|38.0|M||MEXICO|98421.0|Unknown Date, UNK, UNK, peAlATOCm) PWA(AFOOT) pats,|O UNKNOWN||||MEXICO|||None Thane||01/22/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-01-22|2019.2|2019.0|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Grant County|47.1301417|-119.2780771
70db59caf314dbdfdded09e3586422981851c5f5|ice|ICE 2020-06|2019.0|2.0|28.0|9.0|30.0|BELLEVUE, WA|03/01/2019 03/01/2019|SEA/SEA||M||MEXICO|98008.0|Date, UNK, WI - Without Inspection Unknown Date, UNX, NI — Without Inspection|L NA|||||||1 -MEXICO 1-MEXICO||02/28/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-28|2019.2|2019.0|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|WA|King County|47.6101497|-122.2015159
2ca646eb023c99624e59c7bb5b3f9d075e4bab09|ice|ICE 2020-06|2019.0|1.0|28.0|13.0|9.0|CONNELL, WA|01/28/2019 01/28/2019|SEA/SEA|34.0|M||MEXICO|98421.0|/ / /2005, NOG, el WI - Without Inspection /2005, NOG, - Without Inspection|CST NA|||||||1 -UNITED STATES 1-UNITED||01/24/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 01/24/2019 - 212a2AiI - CONVICTION OR COMMISSION OF A CRIME INVOLVING MORAL TURPITUDE|0.0|0.0|0.0|2019-01-28|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|False|False|True|False|False|True|False|False|False|False|WA|Franklin County|46.6634733|-118.8611117
7f5f04bb277c1d66ce282a8fe3bee937cdfc2e14|ice|ICE 2020-06|2019.0|2.0|12.0|8.0|32.0|PORTLAND, OR||POO/POO|32.0|||MEXICO|98421.0|||||||||None|OTHER||0.0|0.0|0.0|2019-02-12|2019.2|2019.0|False|False|False|False|False|False|True|False|False|False|False|False|False|True|False|False|False|False|True|True|False|False|False|False|False|False|False|OR|Multnomah County|45.5051064|-122.6750261
bf768cc2f151d642a8d5426e730d1ba27f334143|ice|ICE 2020-06|2019.0|1.0|11.0|18.0|55.0|CHEHALIS, WA|01/14/2019 01/14/2019|SEA/SEA|27.0|M|MEDIUM|MEXICO|98421.0|Date, UNK, Without Inspection unix, WI - - Without Inspection Unknown Date,|CLC|||||||3 -UNITED STATES 3-UNITED|REINSTATEMENT OF DEPORT ORDER|01/14/2019 - 212a9Ai - ALIEN PREVIOUSLY REMOVED ONCE, AS AN ARRIVING ALIEN (NOT AGGRAVATED|0.0|0.0|0.0|2019-01-11|2019.2|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Lewis County|46.6652443|-122.9698002
0c56176fb65eb53f6c91ccdfc6a2cc188d1f12fe|ice|ICE 2020-06|2019.0|1.0|28.0|14.0|13.0|MEDFORD, OR|01/28/2019 01/28/2019|MED/SEA|26.0|M|MEDIUM|MEXICO|97501.0|02/17/2017, Non-Agricultural Worker 02/17/2017, LOS, LOS, H2B - - Temp Non-Agricultural|L NA|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|01/28/2019 - 237a1B - NONIMMIGRANT OVERSTAY|0.0|0.0|0.0|2019-01-28|2019.2|2019.0|False|False|False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Jackson County|42.3265152|-122.8755949
40c13f7ec05501297b1c5289c6b0b13314275148|ice|ICE 2020-06|2019.0|2.0|24.0|14.0|0.0|RITZVILLE, WA|02/24/2019 02/24/2019|SPK/SPW|35.0|M|MEDIUM|MEXICO|98421.0|01/15/2014 18:00, DOU, DOU, AFOOT 01/15 18100,|CLC UNKNOWN|||||||None|REINSTATEMENT OF DEPORT ORDER|02/24/2019 - 212a9CiII - PREVIOUSLY; 02/24/2019 PREVIOUSLY ORDERED|0.0|0.0|0.0|2019-02-24|2019.2|2019.0|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|WA|Adams County|47.1273723|-118.3799751
e63dbc1099b11c06d1a5f6ede7f1359305b74077|ice|ICE 2020-06|2019.0|2.0|14.0|16.0|25.0|SPOKANE, WA|02/15/19|SPW/SPW|35.0|M|MEDIUM|MEXICO|99208.0|07/01/2015 09:23, PWA(AFOOT) 09123, HID, put(AFooTy|OA UNKNOWN|||||||None|REINSTATEMENT OF DEPORT ORDER|02/14/2019 - 212a9Ai - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES AS AN ARRIVING ALIEN (NOT; 02/14/2019 - 212a6Ai - ALIEN; 02/14/2019 ALIEN PRESENT|0.0|0.0|0.0|2019-02-14|2019.2|2019.0|False|False|False|False|True|False|False|False|True|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|False|False|False|WA|Spokane County|47.6587802|-117.4260465
adb55f2f9d25633feafc2328d4dfd87a76719d61|ice|ICE 2020-06|2019.0|1.0|22.0|11.0|35.0|MOSES LAKE, WA|01/22/2019 01/22/2019|SPK/SPW|30.0|M|MEDIUM|MEXICO||Date, DIM, UNK, WA PWA(AFOOT) Unknown Date, (AFOOT)|OA UNKNOWN|||||||None|REINSTATEMENT OF DEPORT ORDER|01/22/2019 - 212a9CiII - PREVIOUSLY ORDERED REMOVED AND ENTERED OR ATTEMPTED TO ENTER|0.0|0.0|0.0|2019-01-22|2019.2|2019.0|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|WA|Grant County|47.1301417|-119.2780771
8eec4cd5b0e94e5b83b323c00549567d92d3517e|ice|ICE 2020-06|2019.0|2.0|26.0|9.0|34.0|SALEM, OR|02/26/19|EUG/POO|35.0|M|MEDIUM|MEXICO|98421.0|/2007, UNK, WI - Without Inspection /|CST 518.1|||||||None NOM|ADMINISTRATIVE DEPORTATION|12/05/2012 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-26|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Marion County|44.9428975|-123.0350963
b046126644e94371a08f71b3edcc16bca4fbbd31|ice|ICE 2020-06|2019.0|2.0|26.0|12.0|43.0|ELLENSBURG, WA|02/27/2019 02/27/2019|YAK/SEA|25.0|M|MEDIUM|MEXICO|98951.0|Date, Unix, UNK, WI - Without Inspection - Without Inspection Unknown Date,|L NA|||||||None|BAG AND BAGGAGE|02/27/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-26|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|WA|Kittitas County|46.9965144|-120.5478474
b92274a931b3b9f0eb88936bb606edc6582641fe|ice|ICE 2020-06|2019.0|2.0|21.0|9.0|16.0|PORTLAND, OR|02/21/2019 02/21/2019|POO/POO|51.0|M|MEDIUM|MEXICO|97007.0|Date, UNK, Without Inspection unix, WI - - Without Inspection Unknown Date,|NCA NA|||||||None None|BAG AND BAGGAGE|02/21/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-21|2019.2|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|OR|Multnomah County|45.5051064|-122.6750261
217fc1cc82f82d4605febb68a3db4470cdbbfe5a|ice|ICE 2020-06|2019.0|1.0|30.0|6.0|20.0|WOODBURN, OR|01/30/2019 01/30/2019|POO/POO|34.0|M|MEDIUM|MEXICO|98421.0|12/01/2016, DER, UNK, WI - Without Without Inspection 12/01/2016,|NCA NA|||||||None|REINSTATEMENT OF DEPORT ORDER|01/29/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 01/29/2019 212a6Ai ALIEN PRESENT WITHOUT ADMISSION OR PAROLE (PWAs); 01/29/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING ALIEN, NOT AGGRAVATED; 01/29/2019 212a9Aii ALIEN PREVIOUSLY TWO OR MORE NOT AN ARRIVING NOT AGGRAVATED|0.0|0.0|0.0|2019-01-30|2019.2|2019.0|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|True|True|False|False|False|False|False|True|False|False|OR|Marion County|45.143731|-122.8553724
73c534111d33638eff0781fb9bf0bd3d8a43e436|ice|ICE 2020-06|2019.0|1.0|17.0|9.0|45.0|BATTLE GROUND, WA|01/17/2019 01/17/2019|POO/POO|49.0|M|MEDIUM|MEXICO|98421.0|01/05/1999, UNK, WI - Without Inspection 01/05/1999, UNK, - Without Inspection|NCA NA|||||||None None|REINSTATEMENT OF DEPORT ORDER|01/17/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED ONCE, NOT AS AN ARRIVING ALIEN (NOT|0.0|0.0|0.0|2019-01-17|2019.2|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|True|False|True|False|False|False|False|False|WA|Clark County|45.7807959|-122.5477298
e223cf1b436c4ccb981b52c4d1d9f90429500860|ice|ICE 2020-06|2019.0|2.0|19.0|8.0|0.0|BREWSTER, WA|02/19/2019 02/19/2019|ORV/SPW|35.0|M|MEDIUM|MEXICO|98812.0|Date, CNK. UNK, PEA PWA (Afoot) Unknown Date, (Afoot)|OA UNKNOWN|||||||None|REINSTATEMENT OF DEPORT ORDER|02/19/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-02-19|2019.2|2019.0|False|False|False|False|True|False|False|False|True|True|False|False|False|True|False|True|False|True|True|False|False|False|False|True|False|False|True|WA|Okanogan County|48.0959784|-119.7806166
176f6a1fdfa3f19f2b0560b4ed2a5009c3112fa0|ice|ICE 2020-06|2019.0|2.0|13.0|11.0|30.0|PORTLAND, OR|02/13/2019 02/13/2019|POO/POO|32.0|M|MEDIUM|MEXICO|98421.0|Date, UNK, Without Inspection unix, WI - - Without Inspection Unknown Date,|NCA NA|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|02/13/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-13|2019.2|2019.0|False|False|False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Multnomah County|45.5051064|-122.6750261
393c356e6ab9b73ff91d3dbed25093828671116b|ice|ICE 2020-06|2019.0|2.0|20.0|17.0|0.0|KENNEWICK, WA|01/22/2019 01/22/2019|YAK/SEA|42.0|M|MEDIUM|MEXICO|98930.0|08/02/2009 NOG, WI - Without Inspection 08/02/2009 23:00, 23:00, NOG, - Without Inspection|CLC|||||||None None|BAG AND BAGGAGE|11/06/2013 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-20|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|WA|Benton County|46.2086683|-119.119948
de06aacd017d0d2937282b68ca3998aa81b00f7b|ice|ICE 2020-06|2019.0|1.0|24.0|10.0|50.0|TACOMA, WA|01/25/2019 01/25/2019|SEA/SEA|34.0|M|MEDIUM|MEXICO|98421.0|Date, UNK, Without Inspection unix, WI - - Without Inspection Unknown Date,|CLC NA|||||||None None|WARRANT OF ARREST/NOTICE TO APPEAR|01/24/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 01/24/2019 212a6Ai ALIEN PRESENT WITHOUT ADMISSION OR PAROLE (PWAs)|0.0|0.0|0.0|2019-01-24|2019.2|2019.0|False|False|False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Pierce County|47.2528768|-122.4442906
c8feae258849b99106d3c451bca4df2f08d2adba|ice|ICE 2020-06|2019.0|1.0|29.0|6.0|10.0|VANCOUVER, WA|01/29/2019 01/29/2019|POO/POO|25.0|M|MEDIUM|MEXICO|98421.0|07/06/2017, UNK, WI - Without Inspection 07/06/2017, 17NE,|NCA NA|||||||None|REINSTATEMENT OF DEPORT ORDER|01/29/2019 - 212a9CiII - PREVIOUSLY ORDERED REMOVED AND ENTERED OR ATTEMPTED TO ENTER|0.0|0.0|0.0|2019-01-29|2019.2|2019.0|False|False|False|False|False|False|False|False|True|True|False|False|False|True|False|False|False|False|True|False|False|True|True|False|False|False|False|WA|Clark County|45.6257379|-122.6760886
3dbfd07dce07d3413daceb41f99cdad50ef356c4|ice|ICE 2020-06|2017.0|6.0|26.0|10.0|57.0|SPOKANE, WA|01/16/2019 01/16/2019|SPW/SPW|42.0|M|MEDIUM|MEXICO||Unknown Date, LUK, AFOOT AFOOT Inalcuown nets, LUE.|OA UNKNOWN|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|06/26/2017 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2017-06-26|2017.3|2017.0|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Spokane County|47.6587802|-117.4260465
3970c2c78fc729eb4625345f69995729d3109b12|ice|ICE 2020-06|2019.0|2.0|12.0|9.0|24.0|SALEM, OR|02/12/2019 02/12/2019|MED/SEA|28.0|M|MEDIUM|MEXICO|97502.0|03/26/2012, Non-Agricultural Worker 03/26/2012, LOS, LOS, H2B - - Temp Non-Agricultural|CST|||||||None|ADMINISTRATIVE DEPORTATION|02/01/2013 - 237a1B - NONIMMIGRANT OVERSTAY|0.0|0.0|0.0|2019-02-12|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Marion County|44.9428975|-123.0350963
ecb97a6216301d2a98ce1ea7fdf3dfe2ac157c70|ice|ICE 2020-06|2019.0|1.0|27.0|11.0|50.0|SPOKANE, WA|01/27/19|SPK/SPW|41.0|M|MEDIUM|MEXICO||01/27/2009 12:24, MCI, PWA(AFOOT)|TCB UNKNOWN|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|01/27/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-01-27|2019.2|2019.0|False|False|False|False|True|True|False|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Spokane County|47.6587802|-117.4260465
018613a72a989f5d8954d01e3ea92e2800e7d634|ice|ICE 2020-06|2019.0|1.0|10.0|15.0|30.0|VANCOUVER, WA|01/11/2019 01/11/2019|POO/POO|31.0|M|MEDIUM|MEXICO|98421.0|09/16/2011, UNK, WI - Without Inspection 09/16/2011, UNK, - Without Inspection|NCA NA|||||||3 -UNITED STATES 3-UNITED STATES|REINSTATEMENT OF DEPORT ORDER|01/11/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-01-10|2019.2|2019.0|False|False|False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|True|False|False|False|False|False|WA|Clark County|45.6257379|-122.6760886
638e48cfc36e2105e1f08a4e4c4be98655e1de5b|ice|ICE 2020-06|2019.0|1.0|24.0|5.0|30.0|SUMAS, WA|01/24/2019 01/24/2019|SMS/BLW|38.0|M|MEDIUM|INDIA|98421.0|sum, WA (AFOOT) 01/24/2019 PWA (AFOOT) 05115, SUM, 01/24/2019 05:15,|PB UNKNOWN||||INDIA|||None None|EXPEDITED REMOVAL|01/24/2019 - 212a7AiI - IMMIGRANT; 01/24/2019 IMMIGRANT WITHOUT|0.0|0.0|0.0|2019-01-24|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|WA|Whatcom County|49.0001217|-122.2648752
1388bb6fb337ecfdb92bf8be288fb62f0fe0a0d2|ice|ICE 2020-06|2019.0|2.0|22.0|9.0|40.0|TUKWILLA, WA|02/22/2019 WTI •|SEA/SEA|53.0|M|MEDIUM|MEXICO|98421.0|"Mil rrif lw.1.1a•-ww4 lSiym h .m. am."" 6 Unknown Date, UNK"|CFD NA|||||||None an|REINSTATEMENT OF DEPORT ORDER|02/22/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 02/22/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-02-22|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|True|False|False|False|False|True|True|False|False|False|False|False|False|False|WA|King County|47.4748399|-122.2726248
74b81fb3d0909ee5d7e7f0c86b07d0bbb3c7fa34|ice|ICE 2020-06|2019.0|1.0|18.0|6.0|0.0|RENTON, WA|01/18/2019 111/LI|SEA/SEA|32.0|M|LIGHT BROWN|MEXICO|98059.0|Unknown i;iffi Date, iggi UNK, WI - Without Inspection|NCA 511.2.3|||||||STATES 1-UNITED l±iia|WARRANT OF ARREST/NOTICE TO APPEAR|01/18/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-01-18|2019.2|2019.0|False|False|False|False|True|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|False|False|WA|King County|47.4796927|-122.2079218
5ff448bde15e97f46666fba6b4be6031b8d80dce|ice|ICE 2020-06|2019.0|1.0|8.0|15.0|9.0|PASCO, WA|01/08/2019 01/08/2019|RIC/SEA|49.0|M|MEDIUM BROWN|MEXICO||Date, UNK, Without Inspection unix, WI - - Without Inspection Unknown Date,|CLC|||||||None None|WARRANT OF ARREST/NOTICE TO APPEAR|01/08/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 01/08/2019 -|0.0|0.0|0.0|2019-01-08|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Franklin County|46.2305049|-119.0922316
c5472416b9da28dcc90aabb41d99d5125d1a5e19|ice|ICE 2020-06|2019.0|2.0|28.0|6.0|10.0|TACOMA, WA|02/28/2019 02/28/2019|SEA/SEA|43.0|M|MEDIUM|MEXICO|98445.0|Unknown Nits, Date, LINE UNK|NCA NA|||||||Non* None|WARRANT OF ARREST/NOTICE TO APPEAR|02/28/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-02-28|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Pierce County|47.2528768|-122.4442906
5a40d7a51aea2698808534925919237384f17a9f|ice|ICE 2020-06|2019.0|1.0|17.0|5.0|48.0|SALEM, OR|01/17/2019 Wier|POO/POO|48.0|M|MEDIUM|MEXICO|98421.0|12/01/1990, POO, (b)(3) unspecified ilW statute; (b)(6); (b)(7)(C)|CST 511.2.2|||||||STATES 2-UNITED l±ila|WARRANT OF ARREST/NOTICE TO APPEAR|01/02/2019 - 237a2Aiii - Aggravated Felony: 101(a)(43)(A) Murder, Rape or Sexual Abuse of a; 01/09/2019 - 237a2Ei - STALKING AND CHILD ABUSE|0.0|0.0|0.0|2019-01-17|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Marion County|44.9428975|-123.0350963
87b6685a38d466823dd78922d4ce2996685bee34|ice|ICE 2020-06|2019.0|1.0|30.0|9.0|55.0|SALEM, OR|01/30/2019 111/W•••|POO/POO|22.0|M|MEDIUM|MEXICO|98421.0|Unknown Date, UNK, WI - Without Inspection|CST 511.2.3|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|12/18/2018 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs); 12/18/2018 - 212a2AiI - CONVICTION OR COMMISSION OF A CRIME INVOLVING MORAL TURPITUDE|0.0|0.0|0.0|2019-01-30|2019.2|2019.0|False|False|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|OR|Marion County|44.9428975|-123.0350963
30f0a117ff6df609a5586967552ff66439b8d4ad|ice|ICE 2020-06|2019.0|1.0|29.0|9.0|50.0|ORCAS ISLAND, WA|01/29/2019 nfl,|BLH/BLW||M|LIGHT|MEXICO|98421.0|12/01/2016 00:00, LUK, PWA(AFOOT)|OA UNKNOWN|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|01/29/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-01-29|2019.2|2019.0|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False||||
4ec23f63e6c177c296f923139868101f036f6ec6|ice|ICE 2020-06|2019.0|2.0|22.0|8.0|30.0|SHERIDAN, OR|02/22/2019 WTI|EUG/POO|40.0|M|MEDIUM|MEXICO|98421.0|h .wamsms. 10/04/2018 06:00, LCB, WI - Without Inspection|CFD NA|||||||None|REINSTATEMENT OF DEPORT ORDER|02/20/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED ONCE, NOT AS AN ARRIVING ALIEN (NOT; 02/22/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED, NOT AS AN ARRIVING ALIEN & AGGRAVATED|0.0|0.0|0.0|2019-02-22|2019.2|2019.0|False|False|False|False|True|False|False|False|True|True|False|False|False|True|False|False|False|False|True|True|False|False|False|False|False|False|False|OR|Yamhill County|45.0992814|-123.3948291
7ddc80c9645efe7a36acaa7b87671ebdd23b1144|ice|ICE 2020-06|2019.0|2.0|6.0|1.0|35.0|SUMAS, WA|02/06/2019 02/06/2019|SMS/BLW|29.0|M|MEDIUM|INDIA|98421.0|02/06/2019 00:08, SUM, AFOOT 00108, SUM,|PB UNKNOWN||||INDIA|||None|EXPEDITED REMOVAL|02/06/2019 - 212a7AiI - IMMIGRANT; 02/06/2019 IMMIGRANT WITHOUT|0.0|0.0|0.0|2019-02-06|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Whatcom County|49.0001217|-122.2648752
1005a1545822c7c623f40853e0df31eaec5b23e2|ice|ICE 2020-06|2019.0|2.0|27.0|6.0|45.0|PUYALLUP, WA|02/27/2019 111/1111|SEA/SEA|36.0|M|MEDIUM BROWN|MEXICO|98499.0|Unknown Date, UNK, WI - Without Inspection ,==|NCA NA|||||||None|REINSTATEMENT OF DEPORT ORDER|02/27/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-02-27|2019.2|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|False|True|False|False|WA|Pierce County|47.1853785|-122.2928974
